n_paths,price,std_error,ci_width,bs_reference,abs_error
500,8.351827059025883,0.5950414243373382,2.332562383402365,8.916037278572539,0.5642102195466556
1000,8.709180972625482,0.42770154742638733,1.676590065911438,8.916037278572539,0.20685630594705628
2500,8.702646163172357,0.2745820007747475,1.0763614430370083,8.916037278572539,0.21339111540018152
5000,8.956563571869923,0.1963951085575702,0.7698688255456752,8.916037278572539,0.04052629329738444
10000,9.002665812943572,0.139664269335459,0.5474839357950003,8.916037278572539,0.0866285343710338
25000,9.009265596026992,0.08818979485324419,0.3457039958247172,8.916037278572539,0.0932283174544537
50000,8.83848585131961,0.06197779472512403,0.24295295532248673,8.916037278572539,0.07755142725292785
100000,8.97388483564517,0.044027500351518985,0.17258780137795426,8.916037278572539,0.05784755707263223
